0 0 1
1 0 1
2 0 1
3 0 1
4 0 1
5 0 1
6 0 1
7 0 1
8 0 1
9 0 1
10 0 1
11 0 1
12 0 1
13 0 1
14 0 1
15 0 1
16 0 1
17 0 1
18 0 1
19 0 1
20 0 1
21 0 1
22 0 1
23 0 1
24 0 1
25 0 1
26 0 1
27 0 1
28 0 1
29 0 1
30 0 1
31 0 1
32 0 1
33 0 1
34 0 1
35 0 1
36 0 1
37 0 1
38 0 1
39 0 1
40 0 1
41 0 1
42 0 1
43 0 1
44 0 1
45 0 1
46 0 1
47 0 1
48 0 1
49 0 1
50 0 1
51 0 1
52 0 1
53 0 1
54 0 1
55 0 1
56 0 1
57 0 1
58 0 1
59 0 1
60 0 1
61 0 1
62 0 1
63 0 1
64 0 1
65 0 1
66 0 1
67 0 1
68 0 1
69 0 1
70 0 1
71 0 1
72 0 1
73 0 1
74 0 1
75 0 1
76 0 1
77 0 1
78 0 1
79 0 1
80 0 1
81 0 1
82 0 1
83 0 1
84 0 1
85 0 1
86 0 1
87 0 1
88 0 1
89 0 1
90 0 1
91 0 1
92 0 1
93 0 1
94 0 1
95 0 1
96 0 1
97 0 1
98 0 1
99 0 1
100 0 1
101 0 1
102 0 1
103 0 1
104 0 1
105 0 1
106 0 1
107 0 1
108 0 1
109 0 1
110 0 1
111 0 1
112 0 1
113 0 1
114 0 1
115 0 1
116 0 1
117 0 1
118 0 1
119 0 1
120 0 1
121 0 1
122 0 1
123 0 1
124 0 1
125 0 1
126 0 1
127 0 1
128 0 1
129 0 1
130 0 1
131 0 1
132 0 1
133 0 1
134 0 1
135 0 1
136 0 1
137 0 1
138 0 1
139 0 1
140 0 1
141 0 1
142 0 1
143 0 1
144 0 1
145 0 1
146 0 1
147 0 1
148 0 1
149 0 1
150 0 1
151 0 1
152 0 1
153 0 1
154 0 1
155 0 1
156 0 1
157 0 1
158 0 1
159 0 1
160 0 1
161 0 1
162 0 1
163 0 1
164 0 1
165 0 1
166 0 1
167 0 1
168 0 1
169 0 1
170 0 1
171 0 1
172 0 1
173 0 1
174 0 1
175 0 1
176 0 1
177 0 1
178 0 1
179 0 1
180 0 1
181 0 1
182 0 1
183 0 1
184 0 1
185 0 1
186 0 1
187 0 1
188 0 1
189 0 1
190 0 1
191 0 1
192 0 1
193 0 1
194 0 1
195 0 1
196 0 1
197 0 1
198 0 1
199 0 1
200 0 1
201 0 1
202 0 1
203 0 1
204 0 1
205 0 1
206 0 1
207 0 1
208 0 1
209 0 1
210 0 1
211 0 1
212 0 1
213 0 1
214 0 1
215 0 1
216 0 1
217 0 1
218 0 1
219 0 1
220 0 1
221 0 1
222 0 1
223 0 1
224 0 1
225 0 1
226 0 1
227 0 1
228 0 1
229 0 1
230 0 1
231 0 1
232 0 1
233 0 1
234 0 1
235 0 1
236 0 1
237 0 1
238 0 1
239 0 1
240 0 1
241 0 1
242 0 1
243 0 1
244 0 1
245 0 1
246 0 1
247 0 1
248 0 1
249 0 1
250 0 1
251 0 1
252 0 1
253 0 1
254 0 1
255 0 1
255 0 1
255 1 1
255 2 1
255 3 1
255 4 1
255 5 1
255 6 1
255 7 1
255 8 1
255 9 1
255 10 1
255 11 1
255 12 1
255 13 1
255 14 1
255 15 1
255 16 1
255 17 1
255 18 1
255 19 1
255 20 1
255 21 1
255 22 1
255 23 1
255 24 1
255 25 1
255 26 1
255 27 1
255 28 1
255 29 1
255 30 1
255 31 1
255 32 1
255 33 1
255 34 1
255 35 1
255 36 1
255 37 1
255 38 1
255 39 1
255 40 1
255 41 1
255 42 1
255 43 1
255 44 1
255 45 1
255 46 1
255 47 1
255 48 1
255 49 1
255 50 1
255 51 1
255 52 1
255 53 1
255 54 1
255 55 1
255 56 1
255 57 1
255 58 1
255 59 1
255 60 1
255 61 1
255 62 1
255 63 1
255 64 1
255 65 1
255 66 1
255 67 1
255 68 1
255 69 1
255 70 1
255 71 1
255 72 1
255 73 1
255 74 1
255 75 1
255 76 1
255 77 1
255 78 1
255 79 1
255 80 1
255 81 1
255 82 1
255 83 1
255 84 1
255 85 1
255 86 1
255 87 1
255 88 1
255 89 1
255 90 1
255 91 1
255 92 1
255 93 1
255 94 1
255 95 1
255 96 1
255 97 1
255 98 1
255 99 1
255 100 1
255 101 1
255 102 1
255 103 1
255 104 1
255 105 1
255 106 1
255 107 1
255 108 1
255 109 1
255 110 1
255 111 1
255 112 1
255 113 1
255 114 1
255 115 1
255 116 1
255 117 1
255 118 1
255 119 1
255 120 1
255 121 1
255 122 1
255 123 1
255 124 1
255 125 1
255 126 1
255 127 1
255 128 1
255 129 1
255 130 1
255 131 1
255 132 1
255 133 1
255 134 1
255 135 1
255 136 1
255 137 1
255 138 1
255 139 1
255 140 1
255 141 1
255 142 1
255 143 1
255 144 1
255 145 1
255 146 1
255 147 1
255 148 1
255 149 1
255 150 1
255 151 1
255 152 1
255 153 1
255 154 1
255 155 1
255 156 1
255 157 1
255 158 1
255 159 1
255 160 1
255 161 1
255 162 1
